ytid,start_s,end_s,filename,status,error
Q9gWfok9Q5c,110,120,[Q9gWfok9Q5c]-[110-120].wav,ok,
QBhhtVMiQBQ,30,40,[QBhhtVMiQBQ]-[30-40].wav,ok,
QFhmzRkUx0I,110,120,[QFhmzRkUx0I]-[110-120].wav,ok,
QDTCAxyXt80,140,150,[QDTCAxyXt80]-[140-150].wav,ok,
QHCHK-NPO_U,150,160,[QHCHK-NPO_U]-[150-160].wav,ok,
QHmGUrpOgAU,70,80,[QHmGUrpOgAU]-[70-80].wav,ok,
QHNREJJRTS4,20,30,[QHNREJJRTS4]-[20-30].wav,ok,
QCbUlDMu7Hk,420,430,[QCbUlDMu7Hk]-[420-430].wav,ok,
QIjShFhrp6w,113,123,[QIjShFhrp6w]-[113-123].wav,ok,
QJzveo6IBsU,0,10,[QJzveo6IBsU]-[0-10].wav,ok,
QK-mjNg8cPo,50,60,[QK-mjNg8cPo]-[50-60].wav,ok,
QKkhwAAGLIE,30,40,[QKkhwAAGLIE]-[30-40].wav,ok,
QRKc90kuAaE,560,570,[QRKc90kuAaE]-[560-570].wav,failed,ERROR: [youtube] QRKc90kuAaE: This video is unavailable
QMoRiBjRLKc,30,40,[QMoRiBjRLKc]-[30-40].wav,ok,
QQTWFTNy-WA,50,60,[QQTWFTNy-WA]-[50-60].wav,ok,
QNQ3sAMxZPY,110,120,[QNQ3sAMxZPY]-[110-120].wav,ok,
QS3DabGF41Y,120,130,[QS3DabGF41Y]-[120-130].wav,ok,
QT1SjY9mQxc,20,30,[QT1SjY9mQxc]-[20-30].wav,ok,
QUB_vpjogmo,170,180,[QUB_vpjogmo]-[170-180].wav,ok,
QSaX7QfeWog,30,40,[QSaX7QfeWog]-[30-40].wav,ok,
QUtyeIooCy4,220,230,[QUtyeIooCy4]-[220-230].wav,ok,
QXe9BpTENCc,30,40,[QXe9BpTENCc]-[30-40].wav,ok,
QYxFWV85-pg,20,30,[QYxFWV85-pg]-[20-30].wav,ok,
QVpsAY9oR_4,190,200,[QVpsAY9oR_4]-[190-200].wav,ok,
QZNrK337wow,20,30,[QZNrK337wow]-[20-30].wav,ok,
QZoclbefgak,30,40,[QZoclbefgak]-[30-40].wav,ok,
Q_3GACs__Xs,30,40,[Q_3GACs__Xs]-[30-40].wav,ok,
Qa-Qs9CtOOw,30,40,[Qa-Qs9CtOOw]-[30-40].wav,ok,
QdoTdG_VNV4,90,100,[QdoTdG_VNV4]-[90-100].wav,ok,
Qf87MJcWZQI,60,70,[Qf87MJcWZQI]-[60-70].wav,ok,
Qe71m678qEU,30,40,[Qe71m678qEU]-[30-40].wav,ok,
QfM5-WqvquQ,30,40,[QfM5-WqvquQ]-[30-40].wav,ok,
Qe_KwKVDgoE,350,360,[Qe_KwKVDgoE]-[350-360].wav,ok,
QhF0CFyzzAc,30,40,[QhF0CFyzzAc]-[30-40].wav,ok,
QiD3AkQz17E,180,190,[QiD3AkQz17E]-[180-190].wav,ok,
Qj4r_MCC0mc,30,40,[Qj4r_MCC0mc]-[30-40].wav,ok,
QpX9dSCFxRI,0,10,[QpX9dSCFxRI]-[0-10].wav,ok,
QrJVAHIkpCo,30,40,[QrJVAHIkpCo]-[30-40].wav,ok,
QmIhKF1BqCg,180,190,[QmIhKF1BqCg]-[180-190].wav,ok,
QlaW568SeDc,310,320,[QlaW568SeDc]-[310-320].wav,ok,
QrKJs6lBfmM,10,20,[QrKJs6lBfmM]-[10-20].wav,ok,
QtjMlA_7dds,30,40,[QtjMlA_7dds]-[30-40].wav,ok,
Qt8Ze-k2h2o,40,50,[Qt8Ze-k2h2o]-[40-50].wav,ok,
QtfIj5cJzYw,30,40,[QtfIj5cJzYw]-[30-40].wav,ok,
Qu76GhRO9Yk,20,30,[Qu76GhRO9Yk]-[20-30].wav,ok,
QutCXtWmzIs,30,40,[QutCXtWmzIs]-[30-40].wav,ok,
QvwD7NEg3Mw,30,40,[QvwD7NEg3Mw]-[30-40].wav,ok,
Qw468qlDaAE,180,190,[Qw468qlDaAE]-[180-190].wav,ok,
Qy77eJc72UQ,30,40,[Qy77eJc72UQ]-[30-40].wav,ok,
Qz8hNRg-7G0,30,40,[Qz8hNRg-7G0]-[30-40].wav,ok,
QyMcSnNsAPw,30,40,[QyMcSnNsAPw]-[30-40].wav,ok,
QzO6ylLrTGg,30,40,[QzO6ylLrTGg]-[30-40].wav,failed,"ERROR: [youtube] QzO6ylLrTGg: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
Qz2PIXM60iE,30,40,[Qz2PIXM60iE]-[30-40].wav,ok,
R-aMYx9f0Ho,30,40,[R-aMYx9f0Ho]-[30-40].wav,ok,
R3urUtvSgkU,30,40,[R3urUtvSgkU]-[30-40].wav,ok,
R0ws0tATJLg,0,10,[R0ws0tATJLg]-[0-10].wav,ok,
R4jlQEweREY,30,40,[R4jlQEweREY]-[30-40].wav,ok,
R5JRh08zgMo,30,40,[R5JRh08zgMo]-[30-40].wav,ok,
R4ulZgTCw-k,80,90,[R4ulZgTCw-k]-[80-90].wav,ok,
R0b3pU4AKNc,380,390,[R0b3pU4AKNc]-[380-390].wav,ok,
R5KBk76b9HE,110,120,[R5KBk76b9HE]-[110-120].wav,ok,
R60qQ3ag8y8,100,110,[R60qQ3ag8y8]-[100-110].wav,ok,
R6V85er9VXc,30,40,[R6V85er9VXc]-[30-40].wav,ok,
R6k2BkwZt1Y,120,130,[R6k2BkwZt1Y]-[120-130].wav,ok,
R6lRMU-zBLA,30,40,[R6lRMU-zBLA]-[30-40].wav,ok,
R77XPtKgvy4,30,40,[R77XPtKgvy4]-[30-40].wav,ok,
R6mhBqTU0Tc,30,40,[R6mhBqTU0Tc]-[30-40].wav,ok,
RBniJk6GKK0,30,40,[RBniJk6GKK0]-[30-40].wav,ok,
R7gHB-YuUZM,170,180,[R7gHB-YuUZM]-[170-180].wav,ok,
RD-oizm_35M,14,24,[RD-oizm_35M]-[14-24].wav,ok,
RD8kf4453cY,30,40,[RD8kf4453cY]-[30-40].wav,ok,
RDNatVYvpeA,30,40,[RDNatVYvpeA]-[30-40].wav,ok,
RF3rog2YjYw,30,40,[RF3rog2YjYw]-[30-40].wav,ok,
RDW_kz4SXo0,70,80,[RDW_kz4SXo0]-[70-80].wav,ok,
RFKTlhbnfXA,110,120,[RFKTlhbnfXA]-[110-120].wav,ok,
RFNRR78dh-8,80,90,[RFNRR78dh-8]-[80-90].wav,ok,
RGTWqZoswAo,30,40,[RGTWqZoswAo]-[30-40].wav,ok,
RDCXvJPzT5k,520,530,[RDCXvJPzT5k]-[520-530].wav,ok,
RIe1omxr7nc,0,10,[RIe1omxr7nc]-[0-10].wav,ok,
RI126_DmGLQ,220,230,[RI126_DmGLQ]-[220-230].wav,ok,
RI71ebbU0PQ,0,10,[RI71ebbU0PQ]-[0-10].wav,ok,
RIiN9Ed1fqU,30,40,[RIiN9Ed1fqU]-[30-40].wav,ok,
RIpfb9LSFe8,30,40,[RIpfb9LSFe8]-[30-40].wav,ok,
RJViDdqUYyo,180,190,[RJViDdqUYyo]-[180-190].wav,ok,
ROA6DMBPlNM,80,90,[ROA6DMBPlNM]-[80-90].wav,ok,
RPuCtUVfntk,30,40,[RPuCtUVfntk]-[30-40].wav,ok,
RPqz3vJYMLQ,40,50,[RPqz3vJYMLQ]-[40-50].wav,ok,
RM0RELBtdfc,490,500,[RM0RELBtdfc]-[490-500].wav,ok,
ROM--1yVra8,180,190,[ROM--1yVra8]-[180-190].wav,ok,
RQ0-sjpAPKU,30,40,[RQ0-sjpAPKU]-[30-40].wav,failed,"ERROR: [youtube] RQ0-sjpAPKU: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
RQbNC1J4Jfk,30,40,[RQbNC1J4Jfk]-[30-40].wav,ok,
RS43EP1EXz4,30,40,[RS43EP1EXz4]-[30-40].wav,ok,
RQMUz0NFx6o,420,430,[RQMUz0NFx6o]-[420-430].wav,ok,
RSryuuvUfDM,50,60,[RSryuuvUfDM]-[50-60].wav,ok,
RTQJe028VdU,80,90,[RTQJe028VdU]-[80-90].wav,ok,
RUUZzoeVrK4,20,30,[RUUZzoeVrK4]-[20-30].wav,ok,
RV05BW-2WIc,30,40,[RV05BW-2WIc]-[30-40].wav,ok,
RVevnXD4Fig,30,40,[RVevnXD4Fig]-[30-40].wav,ok,
RVlXLa80vcE,30,40,[RVlXLa80vcE]-[30-40].wav,ok,
RXk0lQJ7ttc,30,40,[RXk0lQJ7ttc]-[30-40].wav,ok,
RXGDlFry3Vo,30,40,[RXGDlFry3Vo]-[30-40].wav,ok,
R_HAtyDbw1M,30,40,[R_HAtyDbw1M]-[30-40].wav,ok,
RceCfg1FQq4,30,40,[RceCfg1FQq4]-[30-40].wav,ok,
RczzNAr1T_Q,30,40,[RczzNAr1T_Q]-[30-40].wav,ok,
RcfaWoTywcA,30,40,[RcfaWoTywcA]-[30-40].wav,ok,
Rdwtr2IX8ek,30,40,[Rdwtr2IX8ek]-[30-40].wav,ok,
RdKQGIzKZ_c,420,430,[RdKQGIzKZ_c]-[420-430].wav,ok,
Rf7vygfb7w4,10,20,[Rf7vygfb7w4]-[10-20].wav,ok,
Rhn6K9HCbC8,340,350,[Rhn6K9HCbC8]-[340-350].wav,ok,
RmDfwz0OG8E,230,240,[RmDfwz0OG8E]-[230-240].wav,ok,
RlrNPBfOowg,160,170,[RlrNPBfOowg]-[160-170].wav,ok,
RiqtelZs_2I,510,520,[RiqtelZs_2I]-[510-520].wav,ok,
RmyyW-TMkVc,10,20,[RmyyW-TMkVc]-[10-20].wav,ok,
RoDS0k7qrIo,100,110,[RoDS0k7qrIo]-[100-110].wav,ok,
RneRJ5ZnHlE,30,40,[RneRJ5ZnHlE]-[30-40].wav,ok,
Rqv5fu1PCXA,30,40,[Rqv5fu1PCXA]-[30-40].wav,failed,ERROR: [youtube] Rqv5fu1PCXA: This video is no longer available because the YouTube account associated with this video has been terminated.
RtXe5T7NFrE,30,40,[RtXe5T7NFrE]-[30-40].wav,ok,
RxBFh-zdid4,30,40,[RxBFh-zdid4]-[30-40].wav,failed,"ERROR: [youtube] RxBFh-zdid4: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
Rwt8j_USbWI,30,40,[Rwt8j_USbWI]-[30-40].wav,ok,
RtgHU1UMo5o,30,40,[RtgHU1UMo5o]-[30-40].wav,ok,
S29WiN-bTWo,150,160,[S29WiN-bTWo]-[150-160].wav,ok,
S0W_zIUYwrE,30,40,[S0W_zIUYwrE]-[30-40].wav,ok,
S2u5IE0n1ws,140,150,[S2u5IE0n1ws]-[140-150].wav,ok,
S2yXmXUJ5xU,30,40,[S2yXmXUJ5xU]-[30-40].wav,ok,
RxmGtt0YzYY,580,590,[RxmGtt0YzYY]-[580-590].wav,ok,
S38KjqRR418,200,210,[S38KjqRR418]-[200-210].wav,ok,
S48GsFznk50,110,120,[S48GsFznk50]-[110-120].wav,ok,
S7R3NMq3MKk,90,100,[S7R3NMq3MKk]-[90-100].wav,ok,
S7TYAcOEPt4,30,40,[S7TYAcOEPt4]-[30-40].wav,ok,
S7igso5_MBE,30,40,[S7igso5_MBE]-[30-40].wav,ok,
S7rP6coeLTY,40,50,[S7rP6coeLTY]-[40-50].wav,ok,
S8fE5jNVchg,20,30,[S8fE5jNVchg]-[20-30].wav,ok,
S8WTaKLpmmg,150,160,[S8WTaKLpmmg]-[150-160].wav,ok,
SCcryBmDGPw,30,40,[SCcryBmDGPw]-[30-40].wav,ok,
SBeC9TISHz8,30,40,[SBeC9TISHz8]-[30-40].wav,ok,
SDTsifbpGMM,30,40,[SDTsifbpGMM]-[30-40].wav,ok,
SEDfsU63w8I,30,40,[SEDfsU63w8I]-[30-40].wav,ok,
SFHoTmcgw8E,220,230,[SFHoTmcgw8E]-[220-230].wav,ok,
SG24NL2Xi3A,30,40,[SG24NL2Xi3A]-[30-40].wav,ok,
SGFYFPs3Fic,550,560,[SGFYFPs3Fic]-[550-560].wav,failed,ERROR: [youtube] SGFYFPs3Fic: This video is unavailable
SGF4N3JHF7Y,30,40,[SGF4N3JHF7Y]-[30-40].wav,ok,
SJ9TY-iqD9Q,10,20,[SJ9TY-iqD9Q]-[10-20].wav,failed,ERROR: [youtube] SJ9TY-iqD9Q: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
SGcjdZ19R1k,30,40,[SGcjdZ19R1k]-[30-40].wav,ok,
SEHE3WGui30,580,590,[SEHE3WGui30]-[580-590].wav,ok,
SHYGoXwgKtk,50,60,[SHYGoXwgKtk]-[50-60].wav,ok,
SKQbQXPjmvE,70,80,[SKQbQXPjmvE]-[70-80].wav,ok,
SKt_3Nv2DHo,30,40,[SKt_3Nv2DHo]-[30-40].wav,ok,
SLdVSirZMSI,30,40,[SLdVSirZMSI]-[30-40].wav,ok,
SLq-Co_szYo,30,40,[SLq-Co_szYo]-[30-40].wav,failed,"ERROR: [youtube] SLq-Co_szYo: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
SLcIv8CNk20,0,10,[SLcIv8CNk20]-[0-10].wav,ok,
SMjYheNdAzg,30,40,[SMjYheNdAzg]-[30-40].wav,ok,
SOzuJU25uGc,30,40,[SOzuJU25uGc]-[30-40].wav,ok,
SPeGy815lFQ,40,50,[SPeGy815lFQ]-[40-50].wav,ok,
SNhfvhWPXNc,30,40,[SNhfvhWPXNc]-[30-40].wav,ok,
SSO7F_Ex0s4,60,70,[SSO7F_Ex0s4]-[60-70].wav,ok,
SW4cW2oU07U,20,30,[SW4cW2oU07U]-[20-30].wav,ok,
SUclDZHax0w,120,130,[SUclDZHax0w]-[120-130].wav,ok,
SU9ZP2pbqyU,10,20,[SU9ZP2pbqyU]-[10-20].wav,ok,
SSVlD_ZDb70,330,340,[SSVlD_ZDb70]-[330-340].wav,ok,
SYVcaQ1Bzu8,110,120,[SYVcaQ1Bzu8]-[110-120].wav,ok,
SWcEG8RLKsw,150,160,[SWcEG8RLKsw]-[150-160].wav,ok,
S_Z7o4OmU30,30,40,[S_Z7o4OmU30]-[30-40].wav,ok,
SWyF5TSxWso,80,90,[SWyF5TSxWso]-[80-90].wav,ok,
ScAlKYCgHV0,30,40,[ScAlKYCgHV0]-[30-40].wav,ok,
Sdnv8043mdk,70,80,[Sdnv8043mdk]-[70-80].wav,ok,
Sa3Ky5sJshU,190,200,[Sa3Ky5sJshU]-[190-200].wav,ok,
SijRZIQUa08,180,190,[SijRZIQUa08]-[180-190].wav,ok,
Simd4JoehW8,40,50,[Simd4JoehW8]-[40-50].wav,ok,
SkFG5SoXsVk,50,60,[SkFG5SoXsVk]-[50-60].wav,ok,
Sj5MQtqDw8Y,80,90,[Sj5MQtqDw8Y]-[80-90].wav,ok,
SkIDF7iNJQE,30,40,[SkIDF7iNJQE]-[30-40].wav,ok,
SkZ7mGbs3SI,30,40,[SkZ7mGbs3SI]-[30-40].wav,ok,
Sl9ZkYViEIs,30,40,[Sl9ZkYViEIs]-[30-40].wav,ok,
SlnjJv305Vg,100,110,[SlnjJv305Vg]-[100-110].wav,ok,
Sp1YBy4h9OY,10,20,[Sp1YBy4h9OY]-[10-20].wav,ok,
Sp3T_x3SGzQ,30,40,[Sp3T_x3SGzQ]-[30-40].wav,ok,
Sr2Grfi3lFg,110,120,[Sr2Grfi3lFg]-[110-120].wav,ok,
SrLhnoBMyWM,0,10,[SrLhnoBMyWM]-[0-10].wav,ok,
SvsCM0fLM5g,30,40,[SvsCM0fLM5g]-[30-40].wav,ok,
Ss1bubMNPQE,10,20,[Ss1bubMNPQE]-[10-20].wav,ok,
SsVc1TAVsSc,20,30,[SsVc1TAVsSc]-[20-30].wav,ok,
SwRjY1-ojAU,30,40,[SwRjY1-ojAU]-[30-40].wav,ok,
SwaqANBpZGY,30,40,[SwaqANBpZGY]-[30-40].wav,ok,
SwdhfGXkMCo,30,40,[SwdhfGXkMCo]-[30-40].wav,ok,
Swien0oGl7o,90,100,[Swien0oGl7o]-[90-100].wav,ok,
SxYnb9_qDtk,30,40,[SxYnb9_qDtk]-[30-40].wav,ok,
SyJT8XsFsmE,150,160,[SyJT8XsFsmE]-[150-160].wav,ok,
T0OFKHj6878,30,40,[T0OFKHj6878]-[30-40].wav,ok,
T0oF8MyYhBM,30,40,[T0oF8MyYhBM]-[30-40].wav,ok,
T0tyLNN7SKA,30,40,[T0tyLNN7SKA]-[30-40].wav,ok,
T0uoYE12cnI,240,250,[T0uoYE12cnI]-[240-250].wav,ok,
T2pIUdaDMuA,10,20,[T2pIUdaDMuA]-[10-20].wav,ok,
T6iv9GFIVyU,50,60,[T6iv9GFIVyU]-[50-60].wav,failed,ERROR: [youtube] T6iv9GFIVyU: It was removed following a copyright removal request by Rishad Zahir
T5YZwhC7Br8,220,230,[T5YZwhC7Br8]-[220-230].wav,ok,
T7bG4kIEw-M,160,170,[T7bG4kIEw-M]-[160-170].wav,failed,"ERROR: [youtube] T7bG4kIEw-M: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
T78nMdsJMmk,170,180,[T78nMdsJMmk]-[170-180].wav,ok,
T7A0RejsZIo,30,40,[T7A0RejsZIo]-[30-40].wav,ok,
T2zoWLYzEpo,310,320,[T2zoWLYzEpo]-[310-320].wav,ok,
T9dKp1EN4p8,30,40,[T9dKp1EN4p8]-[30-40].wav,ok,
T7khbuOBHbo,230,240,[T7khbuOBHbo]-[230-240].wav,ok,
T8U3ihbHh9A,0,10,[T8U3ihbHh9A]-[0-10].wav,ok,
T9fk99yqwN4,110,120,[T9fk99yqwN4]-[110-120].wav,ok,
TC4mH6nACm8,30,40,[TC4mH6nACm8]-[30-40].wav,ok,
TCRxCAYyduo,0,10,[TCRxCAYyduo]-[0-10].wav,ok,
TA-O_bVnvLY,540,550,[TA-O_bVnvLY]-[540-550].wav,ok,
TArWNq2retM,200,210,[TArWNq2retM]-[200-210].wav,ok,
TFLt7mn57ZI,0,10,[TFLt7mn57ZI]-[0-10].wav,failed,ERROR: [youtube] TFLt7mn57ZI: This video is unavailable
TEWYFkjH2jc,260,270,[TEWYFkjH2jc]-[260-270].wav,ok,
TEoDtxjlctA,140,150,[TEoDtxjlctA]-[140-150].wav,ok,
THhptTKMr9U,30,40,[THhptTKMr9U]-[30-40].wav,ok,
THfTLXBLpJE,170,180,[THfTLXBLpJE]-[170-180].wav,ok,
TIASpLtI8ks,20,30,[TIASpLtI8ks]-[20-30].wav,ok,
TIL8jEw8pSc,30,40,[TIL8jEw8pSc]-[30-40].wav,ok,
TIAj-fi_R7c,120,130,[TIAj-fi_R7c]-[120-130].wav,ok,
TLMEsc_42Gw,210,220,[TLMEsc_42Gw]-[210-220].wav,ok,
TJyzBaMwXFY,150,160,[TJyzBaMwXFY]-[150-160].wav,ok,
TN53jpjqAGI,30,40,[TN53jpjqAGI]-[30-40].wav,ok,
TObYoD2pGb0,0,10,[TObYoD2pGb0]-[0-10].wav,ok,
TPdqEmS1Dr0,40,50,[TPdqEmS1Dr0]-[40-50].wav,ok,
TWV3YLscSaw,60,70,[TWV3YLscSaw]-[60-70].wav,ok,
TWm0OilO0uw,30,40,[TWm0OilO0uw]-[30-40].wav,ok,
TSl5LrM6LcQ,30,40,[TSl5LrM6LcQ]-[30-40].wav,ok,
TTytcT_1dmY,120,130,[TTytcT_1dmY]-[120-130].wav,ok,
TWm_2QncYXg,30,40,[TWm_2QncYXg]-[30-40].wav,ok,
TWnrcjA6VTk,30,40,[TWnrcjA6VTk]-[30-40].wav,ok,
TX9PGFdqRak,30,40,[TX9PGFdqRak]-[30-40].wav,ok,
TZGDukKAVS8,240,250,[TZGDukKAVS8]-[240-250].wav,ok,
TZlFTbvfKPE,170,180,[TZlFTbvfKPE]-[170-180].wav,ok,
TabaOeYq2ek,70,80,[TabaOeYq2ek]-[70-80].wav,ok,
Ta0GmXPnGWk,150,160,[Ta0GmXPnGWk]-[150-160].wav,ok,
TakkuFZJsis,30,40,[TakkuFZJsis]-[30-40].wav,ok,
TbYahEEj_B4,110,120,[TbYahEEj_B4]-[110-120].wav,ok,
TbA_TZn35LA,270,280,[TbA_TZn35LA]-[270-280].wav,ok,
TcJ7rdYMHiQ,30,40,[TcJ7rdYMHiQ]-[30-40].wav,ok,
TcoRmHHHNgI,30,40,[TcoRmHHHNgI]-[30-40].wav,ok,
TdHdD1wxu_0,30,40,[TdHdD1wxu_0]-[30-40].wav,ok,
Tfc6184uCIk,50,60,[Tfc6184uCIk]-[50-60].wav,ok,
TgCv5a22YUU,50,60,[TgCv5a22YUU]-[50-60].wav,ok,
Th6Tf6kA8RU,30,40,[Th6Tf6kA8RU]-[30-40].wav,ok,
TgOr_C6xP6U,30,40,[TgOr_C6xP6U]-[30-40].wav,ok,
TiDdR-6bIcY,90,100,[TiDdR-6bIcY]-[90-100].wav,ok,
TiOBlG-R1Y4,20,30,[TiOBlG-R1Y4]-[20-30].wav,ok,
TkHZdMJPwKc,80,90,[TkHZdMJPwKc]-[80-90].wav,ok,
TkclVqlyKx4,40,50,[TkclVqlyKx4]-[40-50].wav,ok,
TnCXmm-v3Ys,140,150,[TnCXmm-v3Ys]-[140-150].wav,ok,
TnJE6W6Z6mM,30,40,[TnJE6W6Z6mM]-[30-40].wav,ok,
TqIptTnXb20,100,110,[TqIptTnXb20]-[100-110].wav,failed,ERROR: [youtube] TqIptTnXb20: It was removed following a copyright removal request by Vipassana Research Institute
TokHdpvX7Es,30,40,[TokHdpvX7Es]-[30-40].wav,ok,
Tp8PG2xae8c,30,40,[Tp8PG2xae8c]-[30-40].wav,ok,
TrvI6t4pAP0,30,40,[TrvI6t4pAP0]-[30-40].wav,ok,
TqWmuwAYmnI,20,30,[TqWmuwAYmnI]-[20-30].wav,ok,
Ts04bBeY1d4,30,40,[Ts04bBeY1d4]-[30-40].wav,ok,
Ts3ZcUaELzA,30,40,[Ts3ZcUaELzA]-[30-40].wav,ok,
Tsmx6Pb7CnU,30,40,[Tsmx6Pb7CnU]-[30-40].wav,ok,
TsTdffJ9LHg,0,10,[TsTdffJ9LHg]-[0-10].wav,ok,
Tt3BnoJw8ds,160,170,[Tt3BnoJw8ds]-[160-170].wav,ok,
TworrkXAPuI,180,190,[TworrkXAPuI]-[180-190].wav,failed,"ERROR: [youtube] TworrkXAPuI: Private video. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  "
Tvwi_YuLehk,30,40,[Tvwi_YuLehk]-[30-40].wav,ok,
U-L9YCIdLbg,80,90,[U-L9YCIdLbg]-[80-90].wav,ok,
U0sjbOT6hY4,30,40,[U0sjbOT6hY4]-[30-40].wav,ok,
U-UF93NA3ko,30,40,[U-UF93NA3ko]-[30-40].wav,ok,
TyMZJqYmrwE,490,500,[TyMZJqYmrwE]-[490-500].wav,ok,
U3TpCc2zHrI,20,30,[U3TpCc2zHrI]-[20-30].wav,ok,
U4MdEIQcZxs,30,40,[U4MdEIQcZxs]-[30-40].wav,ok,
U0xhbrULfNY,330,340,[U0xhbrULfNY]-[330-340].wav,ok,
U4UtZeTl2DE,30,40,[U4UtZeTl2DE]-[30-40].wav,ok,
U6SYfguaJtk,30,40,[U6SYfguaJtk]-[30-40].wav,ok,
U6aLiMIlqCc,60,70,[U6aLiMIlqCc]-[60-70].wav,ok,
U8XdDv5ERu4,30,40,[U8XdDv5ERu4]-[30-40].wav,ok,
U8yqYlErUz8,200,210,[U8yqYlErUz8]-[200-210].wav,ok,
UBfHLeCBBsA,30,40,[UBfHLeCBBsA]-[30-40].wav,ok,
UCBocxMCdck,40,50,[UCBocxMCdck]-[40-50].wav,ok,
UC_XpUcIQ_8,60,70,[UC_XpUcIQ_8]-[60-70].wav,ok,
UD0pisqyLKA,40,50,[UD0pisqyLKA]-[40-50].wav,ok,
UDN11Q90Fa4,30,40,[UDN11Q90Fa4]-[30-40].wav,ok,
UDS6PrY9ZIM,130,140,[UDS6PrY9ZIM]-[130-140].wav,ok,
UDTsCTLkZzc,90,100,[UDTsCTLkZzc]-[90-100].wav,ok,
UDg9vuBDtVU,30,40,[UDg9vuBDtVU]-[30-40].wav,ok,
UEOUXjX5R2I,60,70,[UEOUXjX5R2I]-[60-70].wav,ok,
UEel3wTf0Sk,30,40,[UEel3wTf0Sk]-[30-40].wav,ok,
UFyOGqmITjM,0,10,[UFyOGqmITjM]-[0-10].wav,ok,
UGEqY_NTMpI,140,150,[UGEqY_NTMpI]-[140-150].wav,ok,
UIOnnpaqBy8,30,40,[UIOnnpaqBy8]-[30-40].wav,ok,
UHvYrO1IGCc,380,390,[UHvYrO1IGCc]-[380-390].wav,ok,
UJA5AWbt6HM,70,80,[UJA5AWbt6HM]-[70-80].wav,ok,
ULXbXpLcoVA,30,40,[ULXbXpLcoVA]-[30-40].wav,failed,ERROR: [youtube] ULXbXpLcoVA: This video is unavailable
ULHPhjaJ6p0,30,40,[ULHPhjaJ6p0]-[30-40].wav,ok,
UNJswfXKJ3s,30,40,[UNJswfXKJ3s]-[30-40].wav,ok,
UO9HtZMrbBE,30,40,[UO9HtZMrbBE]-[30-40].wav,ok,
UOC4VWQpnDM,110,120,[UOC4VWQpnDM]-[110-120].wav,failed,ERROR: [youtube] UOC4VWQpnDM: It was blocked due to the claimed content by AltraModaMusic.
UOAv5b6MGxw,20,30,[UOAv5b6MGxw]-[20-30].wav,ok,
UOKWQ2EHJQI,20,30,[UOKWQ2EHJQI]-[20-30].wav,ok,
UQKLBsZJsww,30,40,[UQKLBsZJsww]-[30-40].wav,ok,
UPPHkyd7lwE,230,240,[UPPHkyd7lwE]-[230-240].wav,ok,
US3ZL2zhXgI,180,190,[US3ZL2zhXgI]-[180-190].wav,ok,
URM1QgX5Ar4,150,160,[URM1QgX5Ar4]-[150-160].wav,ok,
UUJ1DNycpiQ,30,40,[UUJ1DNycpiQ]-[30-40].wav,ok,
UVMBRVJTvzg,30,40,[UVMBRVJTvzg]-[30-40].wav,ok,
UVY68vFiApA,60,70,[UVY68vFiApA]-[60-70].wav,ok,
UWl99yJsb8M,30,40,[UWl99yJsb8M]-[30-40].wav,ok,
UY2_Q830lqo,30,40,[UY2_Q830lqo]-[30-40].wav,ok,
UcS5U1mpbAE,30,40,[UcS5U1mpbAE]-[30-40].wav,ok,
Ubj0jlheyvk,30,40,[Ubj0jlheyvk]-[30-40].wav,ok,
Uc_1PzGr5xw,10,20,[Uc_1PzGr5xw]-[10-20].wav,ok,
UdA6I_tXVHE,6,16,[UdA6I_tXVHE]-[6-16].wav,failed,ERROR: [youtube] UdA6I_tXVHE: This video is no longer available because the YouTube account associated with this video has been terminated.
